node,bidir_probs,deeprank_probs,ns_paths,min_depths,max_depths,in_degrees,pageranks,labels
Flash memory,0.551282051282,0.00475164844024,78,3,5,0.0265957446809,0.00380466960178,0
Bytecode,0.470930232558,0.0067073082227,43,3,5,0.0132978723404,0.00165888215642,0
S.A. (corporation),0.386363636364,0.00163116475531,11,3,5,0.00265957446809,0.000687185119169,0
Console game,0.597826086957,0.00244316174627,23,3,5,0.00265957446809,0.00116743207548,0
Syntactic sugar,0.3625,0.00147738078879,20,3,5,0.00531914893617,0.000619183354789,0
Business telephone system,0.6875,0.00662878787879,4,3,5,0.00797872340426,0.001037905629,0
State Space Agency of Ukraine,0.5,0.0014880952381,3,3,5,0.00531914893617,0.000883536946747,0
University of Illinois/NCSA Open Source License,0.182692307692,0.00185272766794,13,3,5,0.00531914893617,0.000591837208268,0
Eiffel (programming language),0.388888888889,0.00285020684735,27,3,5,0.00797872340426,0.000741856918295,0
Web search engine,0.55,0.0326985413906,35,2,5,0.0132978723404,0.00207996640792,0
Proprietary software,0.505813953488,0.00853331012276,86,3,5,0.0292553191489,0.00274765152719,0
Transistor,0.46875,0.00608124261929,48,3,5,0.0159574468085,0.00537489758347,0
IBM XL C/C++ Compilers,0.5,0.030511885775,3,2,5,0.00531914893617,0.000756051441672,0
Morgan Stanley,0.375,0.00435388366423,2,3,5,0.00265957446809,0.00061541050838,0
Dennis Ritchie,0.212862318841,0.00258875654617,69,3,5,0.00531914893617,0.000986868802634,0
Algorithm,0.545283018868,0.0244235521285,265,3,5,0.031914893617,0.0175232927208,1
Software portability,0.5625,0.00747478581547,68,3,5,0.0159574468085,0.00235932227083,0
SQL,0.359375,0.0327286070062,40,2,5,0.0265957446809,0.003415259593,0
Robot,0.666666666667,0.00219035594036,3,3,5,0.00265957446809,0.000581925570367,0
Bell Labs,0.293898809524,0.0339056782913,84,2,5,0.0292553191489,0.00385770532527,0
Flight simulator,0.597826086957,0.00244316174627,23,3,5,0.00265957446809,0.00116743207548,0
Electronic funds transfer,1.0,0.003367003367,1,3,3,0.00265957446809,0.000607954085971,0
Scope (computer science),0.491666666667,0.00421552626504,75,3,5,0.0106382978723,0.00233186622062,0
Shareware,0.35,0.00245036572623,5,3,5,0.00797872340426,0.000795136249398,0
Microsoft,0.416346153846,0.0168479168329,130,3,5,0.0425531914894,0.00417227408641,0
Class-based programming,0.245941558442,0.00428422439044,77,3,5,0.0132978723404,0.00209242176325,0
Western Electric,0.365384615385,0.00202642167231,13,3,5,0.00531914893617,0.000833220245599,0
Soviet space program,0.428571428571,0.00260416666667,7,3,5,0.00797872340426,0.00168561015357,0
Haskell (programming language),0.339439655172,0.00215632796254,58,3,5,0.0159574468085,0.000957066524547,0
Astronomical object,0.517857142857,0.00487213672649,28,3,5,0.0186170212766,0.00551698434669,0
Solar System,0.579861111111,0.00504663010751,36,3,5,0.0212765957447,0.00766940841284,0
Visual C++,0.3125,0.0303189860061,4,2,5,0.00531914893617,0.000675136734181,0
European Space Agency,0.642857142857,0.00167313349097,7,3,5,0.00531914893617,0.000914594445341,0
Microcontroller,0.375,0.00470159534691,36,3,5,0.0159574468085,0.00195646612018,0
EPROM,0.757575757576,0.00196396990337,33,3,5,0.0106382978723,0.0016241032912,0
IcedTea,0.236111111111,0.0013349333167,18,3,5,0.00265957446809,0.000625796288265,0
BIOS,0.5,0.00138787198967,13,3,5,0.00531914893617,0.000973993897063,0
International Electrotechnical Commission,0.28125,0.00513067179734,4,3,5,0.00265957446809,0.000641386125655,0
Media player (software),0.597826086957,0.00244316174627,23,3,5,0.00265957446809,0.00116743207548,0
Electronic hardware,0.666666666667,0.00219035594036,3,3,5,0.00265957446809,0.000581925570367,0
C11 (C standard revision),0.1875,0.000861057141221,8,3,5,0.00265957446809,0.000551235003085,0
Assembly language,0.3225,0.013888495976,200,3,5,0.0212765957447,0.00537785801296,1
Database schema,0.489130434783,0.00426907670456,23,3,5,0.0106382978723,0.00162092215289,0
Nobel Prize,0.386363636364,0.00163116475531,11,3,5,0.00265957446809,0.000687185119169,0
8-bit,0.666666666667,0.00219035594036,3,3,5,0.00265957446809,0.000581925570367,0
Programming paradigm,0.445023148148,0.0142995027017,216,3,5,0.0398936170213,0.00348586896881,1
Planetary flyby,0.5,0.00126262626263,1,3,3,0.00265957446809,0.000678946425188,0
Common Language Infrastructure,0.456730769231,0.00422359325078,26,3,5,0.0106382978723,0.00132870045422,0
Asteroid,0.671875,0.00369438431938,16,3,5,0.0132978723404,0.00629782565785,0
Electronics,0.59068627451,0.0089004063995,51,3,5,0.0212765957447,0.00807705778691,0
Statement (computer science),0.3125,0.00546288962234,64,3,5,0.00797872340426,0.00130807614541,0
Computer scientist,0.30585106383,0.00895055781562,47,3,5,0.00797872340426,0.00402618744482,0
Geneva,0.571428571429,0.0188617060089,42,3,5,0.00531914893617,0.00204769381698,0
Computer,0.571678321678,0.057301492156,572,3,5,0.0851063829787,0.0400531971725,1
Word (computer architecture),0.673913043478,0.00381612798607,23,3,5,0.0106382978723,0.00158676194522,0
Digital Mars,0.203125,0.00151533346478,8,3,5,0.00531914893617,0.000677476960157,0
Julia (programming language),0.367857142857,0.0016782701066,35,3,5,0.00797872340426,0.000773026506326,0
F Sharp (programming language),0.241554054054,0.00180415409834,37,3,5,0.0106382978723,0.000833627212393,0
Data control language,0.325,0.00176694190583,5,3,5,0.00265957446809,0.000684497858175,0
Data definition language,0.59375,0.00239825503714,8,3,5,0.00797872340426,0.000900509074278,0
E-commerce,1.0,0.030303030303,1,2,2,0.00531914893617,0.000897297837999,0
Web page,0.385416666667,0.00886847281821,24,3,5,0.00797872340426,0.00373584340832,0
American National Standards Institute,0.49053030303,0.00485884425792,66,3,5,0.0106382978723,0.00123886220552,0
English alphabet,0.583333333333,0.030909594015,9,2,5,0.00797872340426,0.00124311276081,0
Computer architecture,0.472222222222,0.00950849106853,162,3,5,0.0292553191489,0.00540855777139,1
Alexander Graham Bell,0.535714285714,0.0152187510455,21,3,5,0.00797872340426,0.00548949135285,0
Processor register,0.314655172414,0.00580732127602,87,3,5,0.0186170212766,0.00424168882982,0
Dial tone,0.5,0.00378787878788,1,3,3,0.00265957446809,0.000629451762135,0
ARM Holdings,0.403846153846,0.00225682196681,13,3,5,0.00797872340426,0.000770697148831,0
Data mining,0.7,0.00390984676699,5,3,5,0.00265957446809,0.000744220633638,0
Computing platform,0.447727272727,0.00557022777838,55,3,5,0.0212765957447,0.0016635829739,0
