node,bidir_probs,deeprank_probs,ns_paths,min_depths,max_depths,in_degrees,pageranks,labels
Java,1.0,0.00167224080268,1,3,3,0.00260416666667,0.000601276589196,0
Cascading Style Sheets,0.426075268817,0.014093328533,93,3,5,0.0208333333333,0.00247360080193,0
Software design pattern,0.9375,0.00561160095943,8,3,5,0.0078125,0.00110562653422,0
Boost Mobile,0.541666666667,0.00322785462588,6,3,5,0.0078125,0.00105391725813,0
Googleplex,0.3,0.000944613550727,20,3,5,0.00520833333333,0.000933900323968,0
"Overland Park, Kansas",0.833333333333,0.00165199992503,3,3,5,0.00260416666667,0.000685934582918,0
Google Nexus,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Commercial broadcasting,0.617647058824,0.00405561178587,17,3,5,0.0078125,0.00146351750809,0
Alexa Internet,0.65625,0.00490637409121,32,3,5,0.015625,0.0119120585449,0
Site-specific browser,0.712121212121,0.00370966158991,33,3,5,0.00520833333333,0.000731672333095,0
Vivendi,0.788461538462,0.00270110539436,13,3,5,0.0078125,0.00128967587101,0
Web search engine,0.724264705882,0.00722024559879,68,3,5,0.0208333333333,0.00200796721286,0
Sergey Brin,0.308035714286,0.00140683608961,28,3,5,0.0104166666667,0.00141126151796,0
Television network,0.63125,0.00987649703039,40,3,5,0.0208333333333,0.00388725130073,0
News magazine,0.75,0.0042735042735,2,3,4,0.00520833333333,0.000906540488337,0
Variable (mathematics),0.583333333333,0.00729718412785,9,3,5,0.00520833333333,0.0021626757818,0
Gartner,0.875,0.00188850716801,4,3,5,0.00260416666667,0.000652570251214,0
Internet service provider,0.588235294118,0.00566391518118,34,3,5,0.0130208333333,0.00218212114244,0
Lenovo,0.675,0.00271601671409,30,3,5,0.0104166666667,0.00171074748228,0
Sprint Corporation,0.666666666667,0.0406268132241,6,2,5,0.0260416666667,0.00319586245908,0
Microsoft,0.656818181818,0.0149227428625,110,3,5,0.0416666666667,0.00448589813815,1
Browser game,0.52380952381,0.00200649041536,21,3,5,0.00520833333333,0.000716432626465,0
Chrome OS,0.34375,0.00121666551533,24,3,5,0.00520833333333,0.00117657323964,0
Node.js,0.418604651163,0.0501594057106,43,2,5,0.0182291666667,0.00145550528557,0
Execution (computing),0.697916666667,0.00957167339251,72,3,5,0.0130208333333,0.00364734552511,0
"Kansas City, Kansas",0.730769230769,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
List of computer system manufacturers,0.8,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Preferred stock,0.730769230769,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Chief executive officer,0.645833333333,0.0101135799467,48,3,5,0.0260416666667,0.00370693597109,0
NBC,0.630208333333,0.045603188001,24,2,5,0.0338541666667,0.00701279012226,0
Good Morning America,0.5,0.00320512820513,1,3,3,0.00260416666667,0.000706391388662,0
Dynamic loading,0.458333333333,0.00446094957367,18,3,5,0.00520833333333,0.00104704441375,0
Andrew Grove,0.4,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Intel Array Building Blocks,0.4,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
HTML element,0.633426966292,0.0481152567621,89,3,5,0.015625,0.00651294248259,0
Chipset,0.613636363636,0.00125355758878,11,3,5,0.00520833333333,0.000997506307031,0
"Deerfield, Illinois",0.416666666667,0.00600961538462,3,3,5,0.00520833333333,0.000891621423803,0
Database schema,0.47,0.00982699704232,25,3,5,0.0078125,0.00292117257937,0
Web service,0.505208333333,0.00469618830794,24,3,5,0.00520833333333,0.00103172936675,0
Long-distance calling,0.833333333333,0.00365520505323,6,3,5,0.0078125,0.00139289676704,0
CVS Health,1.0,0.00480769230769,1,3,3,0.00260416666667,0.000733955423823,0
TechCrunch,1.0,0.00384615384615,1,3,3,0.00260416666667,0.000676561834638,0
Doctor of Philosophy,0.631578947368,0.000948441403525,19,3,5,0.00520833333333,0.00092393222767,0
Linux Foundation,0.472222222222,0.00184286099192,18,3,5,0.00520833333333,0.00075312230011,0
Programming paradigm,0.80412371134,0.00935532236249,97,3,5,0.0208333333333,0.00404254568142,0
Initial public offering,0.688596491228,0.00485644447694,57,3,5,0.0130208333333,0.0025685835445,0
LinkedIn,0.433823529412,0.00428187277075,51,3,5,0.0104166666667,0.00296424652473,0
Web application,0.66369047619,0.0435801026944,252,3,5,0.078125,0.00772413055897,1
Graphical user interface,0.790322580645,0.0100497941146,62,3,5,0.0260416666667,0.0034762414349,0
Larry Page,0.308035714286,0.00121702674648,28,3,5,0.0104166666667,0.00123321261874,0
Sunday morning talk show,1.0,0.00480769230769,2,3,4,0.00520833333333,0.00100661503817,0
Scalability,0.52380952381,0.00427021603912,21,3,5,0.00520833333333,0.000990424706406,0
Wireless,0.625,0.0132213881392,14,3,5,0.0104166666667,0.0163824467052,0
Libscore,1.0,0.0384615384615,1,2,2,0.00260416666667,0.000601672239029,0
Comparison of layout engines (HTML5),1.0,0.00295857988166,1,3,3,0.00260416666667,0.000612085060476,0
Real-time web,0.52380952381,0.00427021603912,21,3,5,0.00520833333333,0.000990424706406,0
Netflix,0.55,0.00241025903423,20,3,5,0.00520833333333,0.00075035419908,0
Petabyte,0.6875,0.00102579010788,16,3,5,0.00520833333333,0.000965789161804,0
Web page,0.503977272727,0.0364108306489,220,3,5,0.0364583333333,0.0105242533487,1
Solution stack,0.375,0.00381436745073,2,3,4,0.00260416666667,0.00062313164033,0
GNU Affero General Public License,0.571428571429,0.00524663327694,7,3,5,0.00260416666667,0.000847990822819,0
20/20 (U.S. TV series),0.5,0.00320512820513,1,3,3,0.00260416666667,0.000706391388662,0
File hosting service,0.671052631579,0.00121001134473,19,3,5,0.00520833333333,0.00108865847903,0
Xen,0.4,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Comcast,0.534090909091,0.00639694466312,22,3,5,0.0234375,0.00281828624243,0
Jeff Zucker,0.8,0.00172410359499,5,3,5,0.00260416666667,0.00082113238986,0
Webmail,0.453571428571,0.0120602576141,70,3,5,0.00520833333333,0.00294143302338,0
Ionic (mobile app framework),0.5,0.00170243403939,3,3,5,0.00260416666667,0.000629062044302,0
Canada–United States border,0.660714285714,0.00351029483431,14,3,5,0.00520833333333,0.0011554769092,0
Computing platform,0.822115384615,0.00696272667248,52,3,5,0.0234375,0.00169960421055,0
